Info 0    [17:52:32.037] Starting TS Server
Info 2822 [17:55:00.158] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.193111956119537
Info 2823 [17:55:00.160] getCompletionData: Get current token: 0.00506901741027832
Info 2824 [17:55:00.160] getCompletionData: Is inside comment: 0.01196199655532837
Info 2825 [17:55:00.160] getCompletionData: Get previous token: 0.023131966590881348
Info 2826 [17:55:00.160] getCompletionsAtPosition: isCompletionListBlocker: 0.01242297887802124
Info 2827 [17:55:00.162] getExportInfoMap: cache miss or empty; calculating new results
Info 2828 [17:55:00.162] getExportInfoMap: done in 0.07478803396224976 ms
Info 2829 [17:55:00.162] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2830 [17:55:00.162] collectAutoImports: response is complete
Info 2831 [17:55:00.162] collectAutoImports: 0.010510027408599854
Info 2832 [17:55:00.162] getCompletionData: Semantic work: 1.3777320384979248
Info 2833 [17:55:00.166] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.112238049507141
Info 2834 [17:55:00.168] getCompletionData: Get current token: 0.006601989269256592
Info 2835 [17:55:00.168] getCompletionData: Is inside comment: 0.012933015823364258
Info 2836 [17:55:00.168] getCompletionData: Get previous token: 0.023562967777252197
Info 2837 [17:55:00.168] getCompletionsAtPosition: isCompletionListBlocker: 0.008926033973693848
Info 2838 [17:55:00.170] getExportInfoMap: cache miss or empty; calculating new results
Info 2839 [17:55:00.170] getExportInfoMap: done in 0.07526803016662598 ms
Info 2840 [17:55:00.170] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2841 [17:55:00.170] collectAutoImports: response is complete
Info 2842 [17:55:00.170] collectAutoImports: 0.009697973728179932
Info 2843 [17:55:00.170] getCompletionData: Semantic work: 1.3276900053024292
Info 2844 [17:55:00.172] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.650530993938446
Info 2845 [17:55:00.200] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2846 [17:55:00.206] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 170 structureChanged: false structureIsReused:: Completely Elapsed: 5.591786026954651ms
Info 2847 [17:55:00.206] Different program with same set of files
Info 2848 [17:55:00.206] getCompletionData: Get current token: 0.01107102632522583
Info 2849 [17:55:00.206] getCompletionData: Is inside comment: 0.018514037132263184
Info 2850 [17:55:00.206] getCompletionData: Get previous token: 0.034853994846343994
Info 2851 [17:55:00.206] getCompletionsAtPosition: isCompletionListBlocker: 0.013424992561340332
Info 2852 [17:55:00.210] getExportInfoMap: cache miss or empty; calculating new results
Info 2853 [17:55:00.210] getExportInfoMap: done in 0.15500396490097046 ms
Info 2854 [17:55:00.210] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2855 [17:55:00.210] collectAutoImports: response is complete
Info 2856 [17:55:00.210] collectAutoImports: 0.022301018238067627
Info 2857 [17:55:00.210] getCompletionData: Semantic work: 3.694691002368927
Info 2858 [17:55:00.212] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.390542984008789
Info 2859 [17:55:00.450] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2860 [17:55:00.452] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 171 structureChanged: false structureIsReused:: Completely Elapsed: 2.5220360159873962ms
Info 2861 [17:55:00.452] Different program with same set of files
Info 2862 [17:55:00.453] getCompletionData: Get current token: 0.010959982872009277
Info 2863 [17:55:00.453] getCompletionData: Is inside comment: 0.020166993141174316
Info 2864 [17:55:00.453] getCompletionData: Get previous token: 0.017242014408111572
Info 2865 [17:55:00.453] getCompletionsAtPosition: isCompletionListBlocker: 0.0036569833755493164
Info 2866 [17:55:00.453] getCompletionData: Semantic work: 0.12839603424072266
Info 2867 [17:55:00.455] getCompletionData: Get current token: 0.010850012302398682
Info 2868 [17:55:00.455] getCompletionData: Is inside comment: 0.019825994968414307
Info 2869 [17:55:00.455] getCompletionData: Get previous token: 0.01688098907470703
Info 2870 [17:55:00.455] getCompletionsAtPosition: isCompletionListBlocker: 0.002714991569519043
Info 2871 [17:55:00.455] getCompletionData: Semantic work: 0.07767301797866821
Info 2872 [17:55:00.471] getCompletionData: Get current token: 0.010809004306793213
Info 2873 [17:55:00.471] getCompletionData: Is inside comment: 0.019806981086730957
Info 2874 [17:55:00.471] getCompletionData: Get previous token: 0.017001032829284668
Info 2875 [17:55:00.471] getCompletionsAtPosition: isCompletionListBlocker: 0.0027050375938415527
Info 2876 [17:55:00.471] getCompletionData: Semantic work: 0.07825398445129395
Info 2877 [17:55:00.492] getCompletionData: Get current token: 0.010779023170471191
Info 2878 [17:55:00.492] getCompletionData: Is inside comment: 0.020577967166900635
Info 2879 [17:55:00.492] getCompletionData: Get previous token: 0.01728200912475586
Info 2880 [17:55:00.492] getCompletionsAtPosition: isCompletionListBlocker: 0.0027559995651245117
Info 2881 [17:55:00.492] getCompletionData: Semantic work: 0.07873404026031494
Info 2882 [17:55:01.922] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2883 [17:55:01.924] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 172 structureChanged: false structureIsReused:: Completely Elapsed: 2.2683690190315247ms
Info 2884 [17:55:01.924] Different program with same set of files
Info 2885 [17:55:01.925] getCompletionData: Get current token: 0.010989964008331299
Info 2886 [17:55:01.925] getCompletionData: Is inside comment: 0.01958596706390381
Info 2887 [17:55:01.925] getCompletionData: Get previous token: 0.036536991596221924
Info 2888 [17:55:01.925] getCompletionsAtPosition: isCompletionListBlocker: 0.003836989402770996
Info 2889 [17:55:01.925] getCompletionData: Semantic work: 0.11949998140335083
Info 2890 [17:55:01.927] getCompletionData: Get current token: 0.011129975318908691
Info 2891 [17:55:01.927] getCompletionData: Is inside comment: 0.01915597915649414
Info 2892 [17:55:01.927] getCompletionData: Get previous token: 0.03623700141906738
Info 2893 [17:55:01.927] getCompletionsAtPosition: isCompletionListBlocker: 0.00274503231048584
Info 2894 [17:55:01.928] getCompletionData: Semantic work: 0.09203898906707764
Info 2895 [17:55:01.950] getCompletionData: Get current token: 0.012893974781036377
Info 2896 [17:55:01.950] getCompletionData: Is inside comment: 0.020276963710784912
Info 2897 [17:55:01.950] getCompletionData: Get previous token: 0.03617703914642334
Info 2898 [17:55:01.950] getCompletionsAtPosition: isCompletionListBlocker: 0.0054399967193603516
Info 2899 [17:55:01.950] getCompletionData: Semantic work: 0.12319701910018921
Info 2900 [17:55:01.951] getCompletionData: Get current token: 0.01097095012664795
Info 2901 [17:55:01.951] getCompletionData: Is inside comment: 0.020376980304718018
Info 2902 [17:55:01.951] getCompletionData: Get previous token: 0.050893962383270264
Info 2903 [17:55:01.951] getCompletionsAtPosition: isCompletionListBlocker: 0.003896951675415039
Info 2904 [17:55:01.951] getCompletionData: Semantic work: 0.1053740382194519
Info 2905 [17:55:02.002] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2906 [17:55:02.005] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 173 structureChanged: false structureIsReused:: Completely Elapsed: 3.199962019920349ms
Info 2907 [17:55:02.006] Different program with same set of files
Info 2908 [17:55:02.006] getCompletionData: Get current token: 0.08298200368881226
Info 2909 [17:55:02.006] getCompletionData: Is inside comment: 0.02158898115158081
Info 2910 [17:55:02.006] getCompletionData: Get previous token: 0.03663700819015503
Info 2911 [17:55:02.006] getCompletionsAtPosition: isCompletionListBlocker: 0.004077017307281494
Info 2912 [17:55:02.006] getCompletionData: Semantic work: 0.12401801347732544
Info 2913 [17:55:02.008] getCompletionData: Get current token: 0.010740041732788086
Info 2914 [17:55:02.008] getCompletionData: Is inside comment: 0.01970696449279785
Info 2915 [17:55:02.008] getCompletionData: Get previous token: 0.03672802448272705
Info 2916 [17:55:02.008] getCompletionsAtPosition: isCompletionListBlocker: 0.0024049878120422363
Info 2917 [17:55:02.008] getCompletionData: Semantic work: 0.07724195718765259
Info 2918 [17:55:02.015] getCompletionData: Get current token: 0.014797985553741455
Info 2919 [17:55:02.015] getCompletionData: Is inside comment: 0.015468001365661621
Info 2920 [17:55:02.015] getCompletionData: Get previous token: 0.028562963008880615
Info 2921 [17:55:02.015] getCompletionsAtPosition: isCompletionListBlocker: 0.0018330216407775879
Info 2922 [17:55:02.015] getCompletionData: Semantic work: 0.06356698274612427
Info 2923 [17:55:02.036] getCompletionData: Get current token: 0.008305013179779053
Info 2924 [17:55:02.036] getCompletionData: Is inside comment: 0.19234395027160645
Info 2925 [17:55:02.036] getCompletionData: Get previous token: 0.030826032161712646
Info 2926 [17:55:02.036] getCompletionsAtPosition: isCompletionListBlocker: 0.0019840002059936523
Info 2927 [17:55:02.037] getCompletionData: Semantic work: 0.057505011558532715
Info 2928 [17:55:02.114] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2929 [17:55:02.122] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 174 structureChanged: false structureIsReused:: Completely Elapsed: 8.243020951747894ms
Info 2930 [17:55:02.122] Different program with same set of files
Info 2931 [17:55:02.122] getCompletionData: Get current token: 0.008436024188995361
Info 2932 [17:55:02.123] getCompletionData: Is inside comment: 0.01566898822784424
Info 2933 [17:55:02.123] getCompletionData: Get previous token: 0.02886301279067993
Info 2934 [17:55:02.123] getCompletionsAtPosition: isCompletionListBlocker: 0.0038170218467712402
Info 2935 [17:55:02.123] getCompletionData: Semantic work: 0.2458309531211853
Info 2936 [17:55:02.145] getCompletionData: Get current token: 0.008355021476745605
Info 2937 [17:55:02.145] getCompletionData: Is inside comment: 0.014968037605285645
Info 2938 [17:55:02.145] getCompletionData: Get previous token: 0.02818197011947632
Info 2939 [17:55:02.145] getCompletionsAtPosition: isCompletionListBlocker: 0.0025749802589416504
Info 2940 [17:55:02.145] getCompletionData: Semantic work: 0.07019901275634766
Info 2941 [17:55:02.146] getCompletionData: Get current token: 0.008185029029846191
Info 2942 [17:55:02.146] getCompletionData: Is inside comment: 0.014846980571746826
Info 2943 [17:55:02.146] getCompletionData: Get previous token: 0.028172016143798828
Info 2944 [17:55:02.146] getCompletionsAtPosition: isCompletionListBlocker: 0.0019939541816711426
Info 2945 [17:55:02.146] getCompletionData: Semantic work: 0.058117032051086426
Info 2946 [17:55:02.168] getCompletionData: Get current token: 0.008125007152557373
Info 2947 [17:55:02.168] getCompletionData: Is inside comment: 0.015278041362762451
Info 2948 [17:55:02.168] getCompletionData: Get previous token: 0.02820199728012085
Info 2949 [17:55:02.168] getCompletionsAtPosition: isCompletionListBlocker: 0.002024054527282715
Info 2950 [17:55:02.168] getCompletionData: Semantic work: 0.05553203821182251
Info 2951 [17:55:02.379] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2952 [17:55:02.382] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 175 structureChanged: false structureIsReused:: Completely Elapsed: 2.759692966938019ms
Info 2953 [17:55:02.382] Different program with same set of files
Info 2954 [17:55:02.382] getCompletionData: Get current token: 0.012462973594665527
Info 2955 [17:55:02.382] getCompletionData: Is inside comment: 0.024796009063720703
Info 2956 [17:55:02.382] getCompletionData: Get previous token: 0.0425490140914917
Info 2957 [17:55:02.382] getCompletionsAtPosition: isCompletionListBlocker: 0.00443798303604126
Info 2958 [17:55:02.383] getCompletionData: Semantic work: 0.6409679651260376
Info 2959 [17:55:02.399] getCompletionData: Get current token: 0.023413002490997314
Info 2960 [17:55:02.399] getCompletionData: Is inside comment: 0.04098498821258545
Info 2961 [17:55:02.400] getCompletionData: Get previous token: 0.07531899213790894
Info 2962 [17:55:02.400] getCompletionsAtPosition: isCompletionListBlocker: 0.0046579837799072266
Info 2963 [17:55:02.400] getCompletionData: Semantic work: 0.09491497278213501
Info 2964 [17:55:02.400] getCompletionData: Get current token: 0.010039031505584717
Info 2965 [17:55:02.400] getCompletionData: Is inside comment: 0.015529036521911621
Info 2966 [17:55:02.400] getCompletionData: Get previous token: 0.03035604953765869
Info 2967 [17:55:02.400] getCompletionsAtPosition: isCompletionListBlocker: 0.0017429590225219727
Info 2968 [17:55:02.400] getCompletionData: Semantic work: 0.05538201332092285
Info 2969 [17:55:02.401] getCompletionData: Get current token: 0.013954997062683105
Info 2970 [17:55:02.401] getCompletionData: Is inside comment: 0.02183002233505249
Info 2971 [17:55:02.401] getCompletionData: Get previous token: 0.0288429856300354
Info 2972 [17:55:02.401] getCompletionsAtPosition: isCompletionListBlocker: 0.0019230246543884277
Info 2973 [17:55:02.401] getCompletionData: Semantic work: 0.05298805236816406
Info 2974 [17:55:02.450] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2975 [17:55:02.454] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 176 structureChanged: false structureIsReused:: Completely Elapsed: 3.9947420358657837ms
Info 2976 [17:55:02.454] Different program with same set of files
Info 2977 [17:55:02.455] getCompletionData: Get current token: 0.012102007865905762
Info 2978 [17:55:02.455] getCompletionData: Is inside comment: 0.021970033645629883
Info 2979 [17:55:02.455] getCompletionData: Get previous token: 0.042046964168548584
Info 2980 [17:55:02.455] getCompletionsAtPosition: isCompletionListBlocker: 0.004458010196685791
Info 2981 [17:55:02.455] getCompletionData: Semantic work: 0.13113099336624146
Info 2982 [17:55:02.477] getCompletionData: Get current token: 0.012102007865905762
Info 2983 [17:55:02.477] getCompletionData: Is inside comment: 0.02272200584411621
Info 2984 [17:55:02.477] getCompletionData: Get previous token: 0.042227983474731445
Info 2985 [17:55:02.477] getCompletionsAtPosition: isCompletionListBlocker: 0.0030359625816345215
Info 2986 [17:55:02.477] getCompletionData: Semantic work: 0.0893939733505249
Info 2987 [17:55:02.479] getCompletionData: Get current token: 0.012121975421905518
Info 2988 [17:55:02.479] getCompletionData: Is inside comment: 0.021559953689575195
Info 2989 [17:55:02.479] getCompletionData: Get previous token: 0.043110013008117676
Info 2990 [17:55:02.479] getCompletionsAtPosition: isCompletionListBlocker: 0.0026949644088745117
Info 2991 [17:55:02.479] getCompletionData: Semantic work: 0.08081799745559692
Info 2992 [17:55:02.501] getCompletionData: Get current token: 0.010098040103912354
Info 2993 [17:55:02.501] getCompletionData: Is inside comment: 0.019484996795654297
Info 2994 [17:55:02.501] getCompletionData: Get previous token: 0.03562498092651367
Info 2995 [17:55:02.501] getCompletionsAtPosition: isCompletionListBlocker: 0.0024250149726867676
Info 2996 [17:55:02.501] getCompletionData: Semantic work: 0.06835496425628662
Info 2997 [17:55:02.770] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2998 [17:55:02.772] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 177 structureChanged: false structureIsReused:: Completely Elapsed: 2.17214298248291ms
Info 2999 [17:55:02.772] Different program with same set of files
Info 3000 [17:55:02.772] getCompletionData: Get current token: 0.010630011558532715
Info 3001 [17:55:02.772] getCompletionData: Is inside comment: 0.01917499303817749
Info 3002 [17:55:02.773] getCompletionData: Get previous token: 0.03631699085235596
Info 3003 [17:55:02.773] getCompletionsAtPosition: isCompletionListBlocker: 0.004488050937652588
Info 3004 [17:55:02.773] getCompletionData: Semantic work: 0.11607301235198975
Info 3005 [17:55:02.776] getCompletionData: Get current token: 0.011541962623596191
Info 3006 [17:55:02.776] getCompletionData: Is inside comment: 0.020177006721496582
Info 3007 [17:55:02.776] getCompletionData: Get previous token: 0.0384710431098938
Info 3008 [17:55:02.776] getCompletionsAtPosition: isCompletionListBlocker: 0.003796994686126709
Info 3009 [17:55:02.776] getCompletionData: Semantic work: 0.08533602952957153
Info 3010 [17:55:02.797] getCompletionData: Get current token: 0.005730986595153809
Info 3011 [17:55:02.797] getCompletionData: Is inside comment: 0.010257959365844727
Info 3012 [17:55:02.797] getCompletionData: Get previous token: 0.01828402280807495
Info 3013 [17:55:02.798] getCompletionsAtPosition: isCompletionListBlocker: 0.0032359957695007324
Info 3014 [17:55:02.798] getCompletionData: Semantic work: 0.07690197229385376
Info 3015 [17:55:02.819] getCompletionData: Get current token: 0.006982982158660889
Info 3016 [17:55:02.819] getCompletionData: Is inside comment: 0.011822044849395752
Info 3017 [17:55:02.819] getCompletionData: Get previous token: 0.022571980953216553
Info 3018 [17:55:02.819] getCompletionsAtPosition: isCompletionListBlocker: 0.003345966339111328
Info 3019 [17:55:02.819] getCompletionData: Semantic work: 0.07758200168609619
Info 3020 [17:55:03.139] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3021 [17:55:03.141] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 178 structureChanged: false structureIsReused:: Completely Elapsed: 2.5600560307502747ms
Info 3022 [17:55:03.141] Different program with same set of files
Info 3023 [17:55:03.142] getCompletionData: Get current token: 0.013554990291595459
Info 3024 [17:55:03.142] getCompletionData: Is inside comment: 0.023313045501708984
Info 3025 [17:55:03.142] getCompletionData: Get previous token: 0.050833046436309814
Info 3026 [17:55:03.142] getCompletionsAtPosition: isCompletionListBlocker: 0.004157960414886475
Info 3027 [17:55:03.142] getCompletionData: Semantic work: 0.11836802959442139
Info 3028 [17:55:03.144] getCompletionData: Get current token: 0.013493955135345459
Info 3029 [17:55:03.144] getCompletionData: Is inside comment: 0.024174988269805908
Info 3030 [17:55:03.144] getCompletionData: Get previous token: 0.04843902587890625
Info 3031 [17:55:03.144] getCompletionsAtPosition: isCompletionListBlocker: 0.00284498929977417
Info 3032 [17:55:03.144] getCompletionData: Semantic work: 0.07376599311828613
Info 3033 [17:55:03.165] getCompletionData: Get current token: 0.013393998146057129
Info 3034 [17:55:03.165] getCompletionData: Is inside comment: 0.02372300624847412
Info 3035 [17:55:03.165] getCompletionData: Get previous token: 0.04676598310470581
Info 3036 [17:55:03.165] getCompletionsAtPosition: isCompletionListBlocker: 0.002534031867980957
Info 3037 [17:55:03.165] getCompletionData: Semantic work: 0.06911700963973999
Info 3038 [17:55:03.167] getCompletionData: Get current token: 0.019957005977630615
Info 3039 [17:55:03.167] getCompletionData: Is inside comment: 0.027340054512023926
Info 3040 [17:55:03.167] getCompletionData: Get previous token: 0.049180030822753906
Info 3041 [17:55:03.167] getCompletionsAtPosition: isCompletionListBlocker: 0.0026850104331970215
Info 3042 [17:55:03.168] getCompletionData: Semantic work: 0.08278197050094604
Info 3043 [17:55:03.282] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3044 [17:55:03.285] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 179 structureChanged: false structureIsReused:: Completely Elapsed: 2.3832509517669678ms
Info 3045 [17:55:03.285] Different program with same set of files
Info 3046 [17:55:03.825] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3047 [17:55:03.828] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 180 structureChanged: false structureIsReused:: Completely Elapsed: 3.0230860114097595ms
Info 3048 [17:55:03.828] Different program with same set of files
Info 3049 [17:55:03.923] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3050 [17:55:03.926] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 181 structureChanged: false structureIsReused:: Completely Elapsed: 2.9990530014038086ms
Info 3051 [17:55:03.926] Different program with same set of files
Info 3052 [17:55:03.926] getCompletionData: Get current token: 0.02218097448348999
Info 3053 [17:55:03.926] getCompletionData: Is inside comment: 0.002254009246826172
Info 3054 [17:55:03.926] getCompletionData: Get previous token: 0.058396995067596436
Info 3055 [17:55:03.926] getCompletionsAtPosition: isCompletionListBlocker: 0.005980968475341797
Info 3056 [17:55:03.929] getExportInfoMap: cache miss or empty; calculating new results
Info 3057 [17:55:03.929] getExportInfoMap: done in 0.30348801612854004 ms
Info 3058 [17:55:03.929] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3059 [17:55:03.929] collectAutoImports: response is complete
Info 3060 [17:55:03.929] collectAutoImports: 0.03327101469039917
Info 3061 [17:55:03.929] getCompletionData: Semantic work: 3.0028200149536133
Info 3062 [17:55:03.935] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.642753005027771
Info 3063 [17:55:04.489] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3064 [17:55:04.492] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 182 structureChanged: false structureIsReused:: Completely Elapsed: 2.6170510053634644ms
Info 3065 [17:55:04.492] Different program with same set of files
Info 3066 [17:55:04.738] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3067 [17:55:04.741] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 183 structureChanged: false structureIsReused:: Completely Elapsed: 2.790368974208832ms
Info 3068 [17:55:04.741] Different program with same set of files
Info 3069 [17:55:09.514] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3070 [17:55:09.516] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 184 structureChanged: false structureIsReused:: Completely Elapsed: 1.97012197971344ms
Info 3071 [17:55:09.516] Different program with same set of files
Info 3072 [17:55:09.517] getCompletionData: Get current token: 0.01080995798110962
Info 3073 [17:55:09.517] getCompletionData: Is inside comment: 0.017592012882232666
Info 3074 [17:55:09.517] getCompletionData: Get previous token: 0.028852999210357666
Info 3075 [17:55:09.517] getCompletionsAtPosition: isCompletionListBlocker: 0.012121975421905518
Info 3076 [17:55:09.519] getExportInfoMap: cache miss or empty; calculating new results
Info 3077 [17:55:09.519] getExportInfoMap: done in 0.4566289782524109 ms
Info 3078 [17:55:09.519] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3079 [17:55:09.519] collectAutoImports: response is complete
Info 3080 [17:55:09.520] collectAutoImports: 0.028491973876953125
Info 3081 [17:55:09.520] getCompletionData: Semantic work: 2.7733089923858643
Info 3082 [17:55:09.526] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.640451967716217
Info 3083 [17:55:10.554] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3084 [17:55:10.557] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 185 structureChanged: false structureIsReused:: Completely Elapsed: 2.9807609915733337ms
Info 3085 [17:55:10.557] Different program with same set of files
Info 3086 [17:55:10.563] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3087 [17:55:10.567] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 186 structureChanged: false structureIsReused:: Completely Elapsed: 4.107632994651794ms
Info 3088 [17:55:10.567] Different program with same set of files
Info 3089 [17:55:12.194] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3090 [17:55:12.198] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 187 structureChanged: false structureIsReused:: Completely Elapsed: 3.619216024875641ms
Info 3091 [17:55:12.198] Different program with same set of files
Info 3092 [17:55:12.198] getCompletionData: Get current token: 0.01392596960067749
Info 3093 [17:55:12.198] getCompletionData: Is inside comment: 0.02252197265625
Info 3094 [17:55:12.198] getCompletionData: Get previous token: 0.037419021129608154
Info 3095 [17:55:12.199] getCompletionsAtPosition: isCompletionListBlocker: 0.013194024562835693
Info 3096 [17:55:12.201] getExportInfoMap: cache miss or empty; calculating new results
Info 3097 [17:55:12.201] getExportInfoMap: done in 0.2412329912185669 ms
Info 3098 [17:55:12.201] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3099 [17:55:12.201] collectAutoImports: response is complete
Info 3100 [17:55:12.201] collectAutoImports: 0.015187978744506836
Info 3101 [17:55:12.201] getCompletionData: Semantic work: 2.8351329565048218
Info 3102 [17:55:12.205] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.6898759603500366
Info 3103 [17:55:12.437] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3104 [17:55:12.440] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 188 structureChanged: false structureIsReused:: Completely Elapsed: 3.0274869799613953ms
Info 3105 [17:55:12.440] Different program with same set of files
Info 3106 [17:55:12.659] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3107 [17:55:12.662] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 189 structureChanged: false structureIsReused:: Completely Elapsed: 2.5035939812660217ms
Info 3108 [17:55:12.662] Different program with same set of files
Info 3109 [17:55:12.770] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3110 [17:55:12.772] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 190 structureChanged: false structureIsReused:: Completely Elapsed: 1.9971619844436646ms
Info 3111 [17:55:12.772] Different program with same set of files
Info 3112 [17:55:12.773] getCompletionData: Get current token: 0.013655006885528564
Info 3113 [17:55:12.773] getCompletionData: Is inside comment: 0.02257096767425537
Info 3114 [17:55:12.773] getCompletionData: Get previous token: 0.03976297378540039
Info 3115 [17:55:12.773] getCompletionsAtPosition: isCompletionListBlocker: 0.01453697681427002
Info 3116 [17:55:12.777] getExportInfoMap: cache miss or empty; calculating new results
Info 3117 [17:55:12.777] getExportInfoMap: done in 0.288129985332489 ms
Info 3118 [17:55:12.778] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3119 [17:55:12.778] collectAutoImports: response is complete
Info 3120 [17:55:12.778] collectAutoImports: 0.030575990676879883
Info 3121 [17:55:12.778] getCompletionData: Semantic work: 5.177591979503632
Info 3122 [17:55:12.783] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.001457989215851
Info 3123 [17:55:13.338] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3124 [17:55:13.342] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 191 structureChanged: false structureIsReused:: Completely Elapsed: 3.0494080185890198ms
Info 3125 [17:55:13.342] Different program with same set of files
Info 3126 [17:55:13.402] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3127 [17:55:13.408] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 192 structureChanged: false structureIsReused:: Completely Elapsed: 6.189743995666504ms
Info 3128 [17:55:13.408] Different program with same set of files
Info 3129 [17:55:13.922] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3130 [17:55:13.924] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 193 structureChanged: false structureIsReused:: Completely Elapsed: 2.4109950065612793ms
Info 3131 [17:55:13.924] Different program with same set of files
Info 3132 [17:55:13.925] getCompletionData: Get current token: 0.016110002994537354
Info 3133 [17:55:13.925] getCompletionData: Is inside comment: 0.0022439956665039062
Info 3134 [17:55:13.925] getCompletionData: Get previous token: 0.04280799627304077
Info 3135 [17:55:13.925] getCompletionsAtPosition: isCompletionListBlocker: 0.005099952220916748
Info 3136 [17:55:13.927] getExportInfoMap: cache miss or empty; calculating new results
Info 3137 [17:55:13.927] getExportInfoMap: done in 0.2741039991378784 ms
Info 3138 [17:55:13.927] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3139 [17:55:13.927] collectAutoImports: response is complete
Info 3140 [17:55:13.927] collectAutoImports: 0.018573999404907227
Info 3141 [17:55:13.927] getCompletionData: Semantic work: 2.5689350366592407
Info 3142 [17:55:13.931] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.8361650109291077
Info 3143 [17:55:14.272] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3144 [17:55:14.275] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 194 structureChanged: false structureIsReused:: Completely Elapsed: 3.002412974834442ms
Info 3145 [17:55:14.275] Different program with same set of files
Info 3146 [17:55:14.682] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3147 [17:55:14.687] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 195 structureChanged: false structureIsReused:: Completely Elapsed: 4.182732999324799ms
